vertexA, vertexB, weight, timestamp, graphOrder, graphWeight, graphEdgeCount, maxDegree, numCommunities, edgeType, vertexARole, vertexANewCommunity, vertexANewCommunityQ, vertexANewCommunityEvolution, vertexAOldCommunity, vertexAOldCommunityQ, vertexAOldCommunityEvolution, vertexBRole, vertexBNewCommunity, vertexBNewCommunityQ, vertexBNewCommunityEvolution, vertexBOldCommunity, vertexBOldCommunityQ, vertexBOldCommunityEvolution
7, 8, 1, 98, 84, 105, 81, 16, 12, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 8.3543, EVO_NONE, 7_2_0, 8.3543, EVO_NONE, ROLE_LONER, 7_2_0, 8.3543, EVO_GROWTH, -1, 0, EVO_NONE
7, 11, 1, 99, 85, 106, 82, 16, 12, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 8.44233, EVO_NONE, 7_2_0, 8.44233, EVO_NONE, ROLE_LONER, 7_2_0, 8.44233, EVO_GROWTH, -1, 0, EVO_NONE
7, 36, 1, 100, 86, 107, 83, 16, 12, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 8.52811, EVO_NONE, 7_2_0, 8.52811, EVO_NONE, ROLE_LONER, 7_2_0, 8.52811, EVO_GROWTH, -1, 0, EVO_NONE
7, 41, 1, 101, 86, 108, 83, 16, 12, EDGE_ADD, ROLE_AMBASSADOR, 7_2_0, 8.45752, EVO_NONE, 7_2_0, 8.45752, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 8.80344, EVO_NONE, 5_4_0, 8.80344, EVO_NONE
7, 42, 1, 102, 86, 110, 83, 16, 13, EDGE_ADD, ROLE_NONE, 7_2_0, 7.61325, EVO_NONE, 7_2_0, 8.54295, EVO_NONE, ROLE_NONE, 7_2_0, 7.61325, EVO_NONE, 7_2_0, 8.54295, EVO_NONE
7, 44, 1, 103, 87, 111, 84, 16, 13, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 7.70855, EVO_NONE, 7_2_0, 7.70855, EVO_NONE, ROLE_LONER, 7_2_0, 7.70855, EVO_GROWTH, -1, 0, EVO_NONE
7, 45, 1, 104, 88, 112, 85, 16, 13, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 7.80166, EVO_NONE, 7_2_0, 7.80166, EVO_NONE, ROLE_LONER, 7_2_0, 7.80166, EVO_GROWTH, -1, 0, EVO_NONE
7, 54, 1, 105, 89, 113, 86, 16, 13, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 7.89269, EVO_NONE, 7_2_0, 7.89269, EVO_NONE, ROLE_LONER, 7_2_0, 7.89269, EVO_GROWTH, -1, 0, EVO_NONE
7, 55, 1, 106, 89, 115, 86, 16, 14, EDGE_ADD, ROLE_NONE, 7_2_0, 7.26022, EVO_NONE, 7_2_0, 7.98177, EVO_NONE, ROLE_NONE, 7_2_0, 7.26022, EVO_NONE, 7_2_0, 7.98177, EVO_NONE
7, 75, 1, 107, 90, 116, 87, 16, 14, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 7.35327, EVO_NONE, 7_2_0, 7.35327, EVO_NONE, ROLE_LONER, 7_2_0, 7.35327, EVO_GROWTH, -1, 0, EVO_NONE
7, 83, 1, 108, 90, 118, 87, 16, 15, EDGE_ADD, ROLE_NONE, 7_2_0, 6.84988, EVO_NONE, 7_2_0, 7.44453, EVO_NONE, ROLE_NONE, 7_2_0, 6.84988, EVO_NONE, 7_2_0, 7.44453, EVO_NONE
7, 88, 1, 109, 90, 120, 87, 16, 16, EDGE_ADD, ROLE_NONE, 7_2_0, 6.43803, EVO_NONE, 7_2_0, 6.94236, EVO_NONE, ROLE_NONE, 7_2_0, 6.43803, EVO_NONE, 7_2_0, 6.94236, EVO_NONE
7, 95, 1, 110, 90, 122, 87, 16, 17, EDGE_ADD, ROLE_NONE, 7_2_0, 6.09521, EVO_NONE, 7_2_0, 6.53017, EVO_NONE, ROLE_NONE, 7_2_0, 6.09521, EVO_NONE, 7_2_0, 6.53017, EVO_NONE
7, 110, 1, 111, 90, 124, 87, 16, 18, EDGE_ADD, ROLE_NONE, 7_2_0, 5.80573, EVO_NONE, 7_2_0, 6.18614, EVO_NONE, ROLE_NONE, 7_2_0, 5.80573, EVO_NONE, 7_2_0, 6.18614, EVO_NONE
7, 127, 1, 112, 90, 126, 87, 16, 19, EDGE_ADD, ROLE_NONE, 7_2_0, 5.55832, EVO_NONE, 7_2_0, 5.89495, EVO_NONE, ROLE_NONE, 7_2_0, 5.55832, EVO_NONE, 7_2_0, 5.89495, EVO_NONE
8, 7, 1, 113, 90, 127, 87, 16, 20, EDGE_UPDATE, ROLE_NONE, 7_2_0, 5.57791, EVO_NONE, 7_2_0, 5.6214, EVO_NONE, ROLE_NONE, 7_2_0, 5.57791, EVO_NONE, 7_2_0, 5.6214, EVO_NONE
8, 13, 1, 114, 90, 128, 87, 16, 20, EDGE_ADD, ROLE_AMBASSADOR, 9_1_0, 9.05657, EVO_GROWTH, 7_2_0, 5.56834, EVO_CONTRACT, ROLE_AMBASSADOR, 9_1_0, 9.05657, EVO_NONE, 9_1_0, 8.99918, EVO_NONE
8, 19, 1, 115, 91, 129, 88, 16, 20, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 9.14735, EVO_NONE, 9_1_0, 9.14735, EVO_NONE, ROLE_LONER, 9_1_0, 9.14735, EVO_GROWTH, -1, 0, EVO_NONE
8, 22, 1, 116, 91, 131, 88, 16, 21, EDGE_ADD, ROLE_NONE, 9_1_0, 9.0459, EVO_NONE, 9_1_0, 9.23567, EVO_NONE, ROLE_NONE, 9_1_0, 9.0459, EVO_NONE, 9_1_0, 9.23567, EVO_NONE
8, 27, 1, 117, 91, 133, 88, 16, 22, EDGE_ADD, ROLE_NONE, 9_1_0, 8.95724, EVO_NONE, 9_1_0, 9.13525, EVO_NONE, ROLE_NONE, 9_1_0, 8.95724, EVO_NONE, 9_1_0, 9.13525, EVO_NONE
8, 38, 1, 118, 91, 135, 88, 16, 23, EDGE_ADD, ROLE_NONE, 9_1_0, 8.87964, EVO_NONE, 9_1_0, 9.04721, EVO_NONE, ROLE_NONE, 9_1_0, 8.87964, EVO_NONE, 9_1_0, 9.04721, EVO_NONE
8, 40, 1, 119, 92, 136, 89, 16, 23, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 8.96993, EVO_NONE, 9_1_0, 8.96993, EVO_NONE, ROLE_LONER, 9_1_0, 8.96993, EVO_GROWTH, -1, 0, EVO_NONE
8, 43, 1, 120, 92, 138, 89, 16, 24, EDGE_ADD, ROLE_NONE, 9_1_0, 8.90205, EVO_NONE, 9_1_0, 9.0581, EVO_NONE, ROLE_NONE, 9_1_0, 8.90205, EVO_NONE, 9_1_0, 9.0581, EVO_NONE
8, 47, 1, 121, 92, 140, 89, 16, 25, EDGE_ADD, ROLE_NONE, 9_1_0, 8.84243, EVO_NONE, 9_1_0, 8.99037, EVO_NONE, ROLE_NONE, 9_1_0, 8.84243, EVO_NONE, 9_1_0, 8.99037, EVO_NONE
8, 63, 1, 122, 93, 141, 90, 16, 25, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 8.9307, EVO_NONE, 9_1_0, 8.9307, EVO_NONE, ROLE_LONER, 9_1_0, 8.9307, EVO_GROWTH, -1, 0, EVO_NONE
8, 66, 1, 123, 93, 143, 90, 16, 26, EDGE_ADD, ROLE_NONE, 9_1_0, 8.87818, EVO_NONE, 9_1_0, 9.01709, EVO_NONE, ROLE_NONE, 9_1_0, 8.87818, EVO_NONE, 9_1_0, 9.01709, EVO_NONE
8, 74, 1, 124, 93, 145, 90, 16, 27, EDGE_ADD, ROLE_NONE, 9_1_0, 8.83202, EVO_NONE, 9_1_0, 8.96444, EVO_NONE, ROLE_NONE, 9_1_0, 8.83202, EVO_NONE, 9_1_0, 8.96444, EVO_NONE
8, 76, 1, 125, 94, 146, 91, 16, 27, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 8.91803, EVO_NONE, 9_1_0, 8.91803, EVO_NONE, ROLE_LONER, 9_1_0, 8.91803, EVO_GROWTH, -1, 0, EVO_NONE
8, 115, 1, 126, 95, 147, 92, 16, 27, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 9.00239, EVO_NONE, 9_1_0, 9.00239, EVO_NONE, ROLE_LONER, 9_1_0, 9.00239, EVO_GROWTH, -1, 0, EVO_NONE
8, 118, 1, 127, 95, 149, 92, 16, 28, EDGE_ADD, ROLE_NONE, 9_1_0, 8.96127, EVO_NONE, 9_1_0, 9.08516, EVO_NONE, ROLE_NONE, 9_1_0, 8.96127, EVO_NONE, 9_1_0, 9.08516, EVO_NONE
8, 128, 1, 128, 95, 151, 92, 16, 29, EDGE_ADD, ROLE_NONE, 9_1_0, 8.92508, EVO_NONE, 9_1_0, 9.04381, EVO_NONE, ROLE_NONE, 9_1_0, 8.92508, EVO_NONE, 9_1_0, 9.04381, EVO_NONE
9, 1, 1, 129, 95, 152, 92, 16, 30, EDGE_UPDATE, ROLE_NONE, 9_1_0, 8.86335, EVO_NONE, 9_1_0, 8.97675, EVO_NONE, ROLE_NONE, 9_1_0, 8.86335, EVO_NONE, 9_1_0, 8.97675, EVO_NONE
9, 3, 1, 130, 95, 153, 92, 16, 31, EDGE_UPDATE, ROLE_NONE, 9_1_0, 8.80647, EVO_NONE, 9_1_0, 8.91496, EVO_NONE, ROLE_NONE, 9_1_0, 8.80647, EVO_NONE, 9_1_0, 8.91496, EVO_NONE
9, 13, 1, 131, 95, 155, 92, 16, 32, EDGE_ADD, ROLE_NONE, 9_1_0, 8.28387, EVO_NONE, 9_1_0, 8.88776, EVO_NONE, ROLE_NONE, 9_1_0, 8.28387, EVO_NONE, 9_1_0, 8.88776, EVO_NONE
9, 23, 1, 132, 95, 157, 92, 16, 33, EDGE_ADD, ROLE_NONE, 9_1_0, 7.84338, EVO_NONE, 9_1_0, 8.3671, EVO_NONE, ROLE_NONE, 9_1_0, 7.84338, EVO_NONE, 9_1_0, 8.3671, EVO_NONE
9, 35, 1, 133, 95, 158, 92, 16, 33, EDGE_ADD, ROLE_AMBASSADOR, 9_1_0, 7.98359, EVO_NONE, 9_1_0, 7.81787, EVO_NONE, ROLE_AMBASSADOR, 9_1_0, 7.98359, EVO_GROWTH, 7_2_0, 6.12505, EVO_CONTRACT
9, 37, 1, 134, 95, 160, 92, 16, 34, EDGE_ADD, ROLE_NONE, 9_1_0, 7.01676, EVO_NONE, 9_1_0, 8.06498, EVO_NONE, ROLE_NONE, 9_1_0, 7.01676, EVO_NONE, 9_1_0, 8.06498, EVO_NONE
9, 40, 1, 135, 95, 162, 92, 16, 35, EDGE_ADD, ROLE_NONE, 9_1_0, 7.04276, EVO_NONE, 9_1_0, 7.10306, EVO_NONE, ROLE_NONE, 9_1_0, 7.04276, EVO_NONE, 9_1_0, 7.10306, EVO_NONE
9, 47, 1, 136, 95, 164, 92, 16, 36, EDGE_ADD, ROLE_NONE, 9_1_0, 6.75922, EVO_NONE, 9_1_0, 7.12802, EVO_NONE, ROLE_NONE, 9_1_0, 6.75922, EVO_NONE, 9_1_0, 7.12802, EVO_NONE
9, 71, 1, 137, 95, 165, 92, 16, 36, EDGE_ADD, ROLE_AMBASSADOR, 9_1_0, 6.74387, EVO_NONE, 9_1_0, 6.74387, EVO_NONE, ROLE_AMBASSADOR, 7_2_0, 6.1921, EVO_NONE, 7_2_0, 6.1921, EVO_NONE
9, 74, 1, 138, 95, 167, 92, 16, 37, EDGE_ADD, ROLE_NONE, 9_1_0, 6.49798, EVO_NONE, 9_1_0, 6.82789, EVO_NONE, ROLE_NONE, 9_1_0, 6.49798, EVO_NONE, 9_1_0, 6.82789, EVO_NONE
9, 75, 1, 139, 95, 168, 92, 16, 37, EDGE_ADD, ROLE_AMBASSADOR, 9_1_0, 6.48516, EVO_NONE, 9_1_0, 6.48516, EVO_NONE, ROLE_AMBASSADOR, 7_2_0, 6.21399, EVO_NONE, 7_2_0, 6.21399, EVO_NONE
9, 84, 1, 140, 95, 170, 92, 16, 38, EDGE_ADD, ROLE_NONE, 9_1_0, 6.27007, EVO_NONE, 9_1_0, 6.5677, EVO_NONE, ROLE_NONE, 9_1_0, 6.27007, EVO_NONE, 9_1_0, 6.5677, EVO_NONE
9, 89, 1, 141, 95, 172, 92, 16, 39, EDGE_ADD, ROLE_NONE, 9_1_0, 5.61251, EVO_NONE, 9_1_0, 6.35097, EVO_NONE, ROLE_NONE, 9_1_0, 5.61251, EVO_NONE, 9_1_0, 6.35097, EVO_NONE
9, 90, 1, 142, 95, 174, 92, 16, 40, EDGE_ADD, ROLE_NONE, 9_1_0, 5.46252, EVO_NONE, 9_1_0, 5.69449, EVO_NONE, ROLE_NONE, 9_1_0, 5.46252, EVO_NONE, 9_1_0, 5.69449, EVO_NONE
9, 94, 1, 143, 96, 175, 93, 16, 40, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 5.54251, EVO_NONE, 9_1_0, 5.54251, EVO_NONE, ROLE_LONER, 9_1_0, 5.54251, EVO_GROWTH, -1, 0, EVO_NONE
9, 96, 1, 144, 96, 177, 93, 16, 41, EDGE_ADD, ROLE_NONE, 9_1_0, 5.40588, EVO_NONE, 9_1_0, 5.62175, EVO_NONE, ROLE_NONE, 9_1_0, 5.40588, EVO_NONE, 9_1_0, 5.62175, EVO_NONE
10, 15, 1, 145, 97, 178, 94, 16, 41, EDGE_LEAF_BA, ROLE_LONER, 5_4_0, 11.4062, EVO_GROWTH, -1, 0, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 11.4062, EVO_NONE, 5_4_0, 11.4062, EVO_NONE
10, 20, 1, 146, 98, 179, 95, 16, 41, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 11.4908, EVO_NONE, 5_4_0, 11.4908, EVO_NONE, ROLE_LONER, 5_4_0, 11.4908, EVO_GROWTH, -1, 0, EVO_NONE
10, 39, 1, 147, 98, 181, 95, 16, 42, EDGE_ADD, ROLE_NONE, 5_4_0, 11.2982, EVO_NONE, 5_4_0, 11.5727, EVO_NONE, ROLE_NONE, 5_4_0, 11.2982, EVO_NONE, 5_4_0, 11.5727, EVO_NONE
10, 46, 1, 148, 98, 182, 95, 16, 42, EDGE_ADD, ROLE_AMBASSADOR, 5_4_0, 11.2386, EVO_NONE, 5_4_0, 11.1817, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 11.2386, EVO_GROWTH, 7_2_0, 6.4419, EVO_CONTRACT
10, 50, 1, 149, 99, 183, 96, 16, 42, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 11.3239, EVO_NONE, 5_4_0, 11.3239, EVO_NONE, ROLE_LONER, 5_4_0, 11.3239, EVO_GROWTH, -1, 0, EVO_NONE
10, 62, 1, 150, 100, 184, 97, 16, 42, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 11.4068, EVO_NONE, 5_4_0, 11.4068, EVO_NONE, ROLE_LONER, 5_4_0, 11.4068, EVO_GROWTH, -1, 0, EVO_NONE
10, 67, 1, 151, 100, 186, 97, 16, 43, EDGE_ADD, ROLE_NONE, 5_4_0, 11.2525, EVO_NONE, 5_4_0, 11.4875, EVO_NONE, ROLE_NONE, 5_4_0, 11.2525, EVO_NONE, 5_4_0, 11.4875, EVO_NONE
10, 73, 1, 152, 101, 187, 98, 16, 43, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 11.3352, EVO_NONE, 5_4_0, 11.3352, EVO_NONE, ROLE_LONER, 5_4_0, 11.3352, EVO_GROWTH, -1, 0, EVO_NONE
10, 80, 1, 153, 102, 188, 99, 16, 43, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 11.4159, EVO_NONE, 5_4_0, 11.4159, EVO_NONE, ROLE_LONER, 5_4_0, 11.4159, EVO_GROWTH, -1, 0, EVO_NONE
10, 84, 1, 154, 102, 189, 99, 16, 43, EDGE_ADD, ROLE_AMBASSADOR, 5_4_0, 11.251, EVO_NONE, 5_4_0, 11.3214, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 11.251, EVO_GROWTH, 9_1_0, 5.57668, EVO_CONTRACT
10, 86, 1, 155, 102, 190, 99, 16, 43, EDGE_ADD, ROLE_AMBASSADOR, 5_4_0, 11.2149, EVO_NONE, 5_4_0, 11.1629, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 11.2149, EVO_GROWTH, 7_2_0, 6.46742, EVO_CONTRACT
10, 92, 1, 156, 102, 191, 99, 16, 43, EDGE_ADD, ROLE_AMBASSADOR, 5_4_0, 11.3428, EVO_NONE, 5_4_0, 11.1304, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 11.3428, EVO_GROWTH, 7_2_0, 6.36288, EVO_CONTRACT
10, 98, 1, 157, 102, 192, 99, 16, 43, EDGE_ADD, ROLE_AMBASSADOR, 5_4_0, 11.3096, EVO_NONE, 5_4_0, 11.2617, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 11.3096, EVO_GROWTH, 7_2_0, 6.29375, EVO_CONTRACT
10, 102, 1, 158, 102, 193, 99, 16, 43, EDGE_ADD, ROLE_AMBASSADOR, 5_4_0, 11.2795, EVO_NONE, 5_4_0, 11.2317, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 11.2795, EVO_GROWTH, 7_2_0, 6.18446, EVO_CONTRACT
10, 114, 1, 159, 103, 194, 100, 16, 43, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 11.3552, EVO_NONE, 5_4_0, 11.3552, EVO_NONE, ROLE_LONER, 5_4_0, 11.3552, EVO_GROWTH, -1, 0, EVO_NONE
10, 115, 1, 160, 103, 195, 100, 16, 43, EDGE_ADD, ROLE_AMBASSADOR, 5_4_0, 11.3276, EVO_NONE, 5_4_0, 11.2816, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 11.3276, EVO_GROWTH, 9_1_0, 5.49389, EVO_CONTRACT
11, 7, 1, 161, 103, 196, 100, 16, 44, EDGE_UPDATE, ROLE_NONE, 7_2_0, 6.1599, EVO_NONE, 7_2_0, 6.21771, EVO_NONE, ROLE_NONE, 7_2_0, 6.1599, EVO_NONE, 7_2_0, 6.21771, EVO_NONE
11, 14, 1, 162, 104, 197, 101, 16, 44, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 6.26565, EVO_NONE, 7_2_0, 6.26565, EVO_NONE, ROLE_LONER, 7_2_0, 6.26565, EVO_GROWTH, -1, 0, EVO_NONE
11, 42, 1, 163, 104, 199, 101, 16, 45, EDGE_ADD, ROLE_NONE, 7_2_0, 6.10169, EVO_NONE, 7_2_0, 6.36976, EVO_NONE, ROLE_NONE, 7_2_0, 6.10169, EVO_NONE, 7_2_0, 6.36976, EVO_NONE
11, 54, 1, 164, 104, 201, 101, 16, 46, EDGE_ADD, ROLE_NONE, 7_2_0, 5.89337, EVO_NONE, 7_2_0, 6.203, EVO_NONE, ROLE_NONE, 7_2_0, 5.89337, EVO_NONE, 7_2_0, 6.203, EVO_NONE
11, 56, 1, 165, 105, 202, 102, 16, 46, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 5.99161, EVO_NONE, 7_2_0, 5.99161, EVO_NONE, ROLE_LONER, 7_2_0, 5.99161, EVO_GROWTH, -1, 0, EVO_NONE
11, 57, 1, 166, 106, 203, 103, 16, 46, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 6.08854, EVO_NONE, 7_2_0, 6.08854, EVO_NONE, ROLE_LONER, 7_2_0, 6.08854, EVO_GROWTH, -1, 0, EVO_NONE
11, 58, 1, 167, 107, 204, 104, 16, 46, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 6.18421, EVO_NONE, 7_2_0, 6.18421, EVO_NONE, ROLE_LONER, 7_2_0, 6.18421, EVO_GROWTH, -1, 0, EVO_NONE
11, 59, 1, 168, 108, 205, 105, 16, 46, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 6.27864, EVO_NONE, 7_2_0, 6.27864, EVO_NONE, ROLE_LONER, 7_2_0, 6.27864, EVO_GROWTH, -1, 0, EVO_NONE
11, 60, 1, 169, 109, 206, 106, 16, 46, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 6.37188, EVO_NONE, 7_2_0, 6.37188, EVO_NONE, ROLE_LONER, 7_2_0, 6.37188, EVO_GROWTH, -1, 0, EVO_NONE
11, 64, 1, 170, 109, 207, 106, 16, 46, EDGE_ADD, ROLE_AMBASSADOR, 7_2_0, 6.35631, EVO_NONE, 7_2_0, 6.35631, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 11.5727, EVO_NONE, 5_4_0, 11.5727, EVO_NONE
11, 70, 1, 171, 109, 209, 106, 16, 47, EDGE_ADD, ROLE_NONE, 7_2_0, 6.40165, EVO_NONE, 7_2_0, 6.44839, EVO_NONE, ROLE_NONE, 7_2_0, 6.40165, EVO_NONE, 7_2_0, 6.44839, EVO_NONE
11, 83, 1, 172, 109, 211, 106, 16, 48, EDGE_ADD, ROLE_NONE, 7_2_0, 6.20901, EVO_NONE, 7_2_0, 6.49247, EVO_NONE, ROLE_NONE, 7_2_0, 6.20901, EVO_NONE, 7_2_0, 6.49247, EVO_NONE
11, 109, 1, 173, 109, 212, 106, 16, 48, EDGE_ADD, ROLE_AMBASSADOR, 7_2_0, 6.19583, EVO_NONE, 7_2_0, 6.19583, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, 11.6109, EVO_NONE, 5_4_0, 11.6109, EVO_NONE
11, 113, 1, 174, 109, 214, 106, 16, 49, EDGE_ADD, ROLE_NONE, 7_2_0, 6.24298, EVO_NONE, 7_2_0, 6.28435, EVO_NONE, ROLE_NONE, 7_2_0, 6.24298, EVO_NONE, 7_2_0, 6.28435, EVO_NONE
11, 119, 1, 175, 110, 215, 107, 16, 49, EDGE_LEAF_AB, ROLE_AMBASSADOR, 7_2_0, 6.33036, EVO_NONE, 7_2_0, 6.33036, EVO_NONE, ROLE_LONER, 7_2_0, 6.33036, EVO_GROWTH, -1, 0, EVO_NONE
11, 127, 1, 176, 110, 217, 107, 16, 50, EDGE_ADD, ROLE_NONE, 7_2_0, 6.21207, EVO_NONE, 7_2_0, 6.41679, EVO_NONE, ROLE_NONE, 7_2_0, 6.21207, EVO_NONE, 7_2_0, 6.41679, EVO_NONE
12, 13, 1, 177, 111, 218, 108, 16, 50, EDGE_LEAF_BA, ROLE_LONER, 9_1_0, 5.82826, EVO_GROWTH, -1, 0, EVO_NONE, ROLE_AMBASSADOR, 9_1_0, 5.82826, EVO_NONE, 9_1_0, 5.82826, EVO_NONE
12, 18, 1, 178, 112, 219, 109, 16, 50, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 5.91217, EVO_NONE, 9_1_0, 5.91217, EVO_NONE, ROLE_LONER, 9_1_0, 5.91217, EVO_GROWTH, -1, 0, EVO_NONE
12, 21, 1, 179, 113, 220, 110, 16, 50, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 5.99527, EVO_NONE, 9_1_0, 5.99527, EVO_NONE, ROLE_LONER, 9_1_0, 5.99527, EVO_GROWTH, -1, 0, EVO_NONE
12, 49, 1, 180, 114, 221, 111, 16, 50, EDGE_LEAF_AB, ROLE_AMBASSADOR, 9_1_0, 6.07756, EVO_NONE, 9_1_0, 6.07756, EVO_NONE, ROLE_LONER, 9_1_0, 6.07756, EVO_GROWTH, -1, 0, EVO_NONE
12, 51, 1, 181, 114, 223, 111, 16, 51, EDGE_ADD, ROLE_NONE, 9_1_0, 6.12494, EVO_NONE, 9_1_0, 6.15907, EVO_NONE, ROLE_NONE, 9_1_0, 6.12494, EVO_NONE, 9_1_0, 6.15907, EVO_NONE
12, 53, 1, 182, 114, 224, 111, 16, 51, EDGE_ADD, ROLE_AMBASSADOR, 5_4_0, 11.4953, EVO_GROWTH, 9_1_0, 6.11524, EVO_CONTRACT, ROLE_AMBASSADOR, 5_4_0, 11.4953, EVO_NONE, 5_4_0, 11.8355, EVO_NONE
12, 61, 1, 183, 114, 226, 111, 16, 52, EDGE_ADD, ROLE_NONE, 5_4_0, 11.4169, EVO_NONE, 5_4_0, 11.5762, EVO_NONE, ROLE_NONE, 5_4_0, 11.4169, EVO_NONE, 5_4_0, 11.5762, EVO_NONE
12, 64, 1, 184, 114, 228, 111, 16, 53, EDGE_ADD, ROLE_NONE, 5_4_0, 11.3451, EVO_NONE, 5_4_0, 11.4979, EVO_NONE, ROLE_NONE, 5_4_0, 11.3451, EVO_NONE, 5_4_0, 11.4979, EVO_NONE
12, 68, 1, 185, 115, 229, 112, 16, 53, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 11.4261, EVO_NONE, 5_4_0, 11.4261, EVO_NONE, ROLE_LONER, 5_4_0, 11.4261, EVO_GROWTH, -1, 0, EVO_NONE
12, 69, 1, 186, 115, 231, 112, 16, 54, EDGE_ADD, ROLE_NONE, 5_4_0, 11.3603, EVO_NONE, 5_4_0, 11.5057, EVO_NONE, ROLE_NONE, 5_4_0, 11.3603, EVO_NONE, 5_4_0, 11.5057, EVO_NONE
12, 72, 1, 187, 116, 232, 113, 16, 54, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 11.4398, EVO_NONE, 5_4_0, 11.4398, EVO_NONE, ROLE_LONER, 5_4_0, 11.4398, EVO_GROWTH, -1, 0, EVO_NONE
12, 77, 1, 188, 117, 233, 114, 16, 54, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 11.5179, EVO_NONE, 5_4_0, 11.5179, EVO_NONE, ROLE_LONER, 5_4_0, 11.5179, EVO_GROWTH, -1, 0, EVO_NONE
12, 79, 1, 189, 117, 235, 114, 16, 55, EDGE_ADD, ROLE_NONE, 5_4_0, 11.4573, EVO_NONE, 5_4_0, 11.5947, EVO_NONE, ROLE_NONE, 5_4_0, 11.4573, EVO_NONE, 5_4_0, 11.5947, EVO_NONE
12, 82, 1, 190, 118, 236, 115, 16, 55, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 11.5341, EVO_NONE, 5_4_0, 11.5341, EVO_NONE, ROLE_LONER, 5_4_0, 11.5341, EVO_GROWTH, -1, 0, EVO_NONE
12, 109, 1, 191, 118, 238, 115, 16, 56, EDGE_ADD, ROLE_NONE, 5_4_0, 11.4782, EVO_NONE, 5_4_0, 11.6096, EVO_NONE, ROLE_NONE, 5_4_0, 11.4782, EVO_NONE, 5_4_0, 11.6096, EVO_NONE
12, 124, 1, 192, 119, 239, 116, 16, 56, EDGE_LEAF_AB, ROLE_AMBASSADOR, 5_4_0, 11.5536, EVO_NONE, 5_4_0, 11.5536, EVO_NONE, ROLE_LONER, 5_4_0, 11.5536, EVO_GROWTH, -1, 0, EVO_NONE
13, 1, 1, 193, 119, 240, 116, 16, 57, EDGE_UPDATE, ROLE_NONE, 9_1_0, 5.73041, EVO_NONE, 9_1_0, 5.94586, EVO_NONE, ROLE_NONE, 9_1_0, 5.73041, EVO_NONE, 9_1_0, 5.94586, EVO_NONE
13, 8, 1, 194, 119, 241, 116, 16, 58, EDGE_UPDATE, ROLE_NONE, 9_1_0, 5.77061, EVO_NONE, 9_1_0, 5.80192, EVO_NONE, ROLE_NONE, 9_1_0, 5.77061, EVO_NONE, 9_1_0, 5.80192, EVO_NONE
13, 9, 1, 195, 119, 242, 116, 16, 59, EDGE_UPDATE, ROLE_NONE, 9_1_0, 5.64165, EVO_NONE, 9_1_0, 5.841, EVO_NONE, ROLE_NONE, 9_1_0, 5.64165, EVO_NONE, 9_1_0, 5.841, EVO_NONE
