vertexA, vertexB, weight, timestamp, graphOrder, graphWeight, graphEdgeCount, maxDegree, numCommunities, edgeType, vertexARole, vertexANewCommunity, vertexANewCommunityQ, vertexANewCommunityEvolution, vertexAOldCommunity, vertexAOldCommunityQ, vertexAOldCommunityEvolution, vertexBRole, vertexBNewCommunity, vertexBNewCommunityQ, vertexBNewCommunityEvolution, vertexBOldCommunity, vertexBOldCommunityQ, vertexBOldCommunityEvolution
36, 74, 1, 569, 128, 784, 125, 16, 293, EDGE_ADD, ROLE_AMBASSADOR, 7_2_0, 10.451, EVO_NONE, 7_2_0, 10.3119, EVO_NONE, ROLE_AMBASSADOR, 7_2_0, 10.451, EVO_GROWTH, 5_4_0, -0.0991112, EVO_CONTRACT
36, 76, 1, 570, 128, 786, 125, 16, 294, EDGE_ADD, ROLE_NONE, 7_2_0, 10.4725, EVO_NONE, 7_2_0, 10.4778, EVO_NONE, ROLE_NONE, 7_2_0, 10.4725, EVO_NONE, 7_2_0, 10.4778, EVO_NONE
36, 89, 1, 571, 128, 788, 125, 16, 295, EDGE_ADD, ROLE_NONE, 7_2_0, 10.494, EVO_NONE, 7_2_0, 10.4993, EVO_NONE, ROLE_NONE, 7_2_0, 10.494, EVO_NONE, 7_2_0, 10.4993, EVO_NONE
36, 96, 1, 572, 128, 790, 125, 16, 296, EDGE_ADD, ROLE_NONE, 7_2_0, 10.223, EVO_NONE, 7_2_0, 10.5208, EVO_NONE, ROLE_NONE, 7_2_0, 10.223, EVO_NONE, 7_2_0, 10.5208, EVO_NONE
36, 97, 1, 573, 128, 792, 125, 16, 297, EDGE_ADD, ROLE_NONE, 7_2_0, 9.97493, EVO_NONE, 7_2_0, 10.2499, EVO_NONE, ROLE_NONE, 7_2_0, 9.97493, EVO_NONE, 7_2_0, 10.2499, EVO_NONE
36, 118, 1, 574, 128, 794, 125, 16, 298, EDGE_ADD, ROLE_NONE, 7_2_0, 9.9512, EVO_NONE, 7_2_0, 10.0018, EVO_NONE, ROLE_NONE, 7_2_0, 9.9512, EVO_NONE, 7_2_0, 10.0018, EVO_NONE
36, 121, 1, 575, 128, 795, 125, 16, 298, EDGE_ADD, ROLE_AMBASSADOR, 7_2_0, 10.0815, EVO_NONE, 7_2_0, 9.95198, EVO_NONE, ROLE_AMBASSADOR, 7_2_0, 10.0815, EVO_GROWTH, 5_4_0, -0.0974094, EVO_CONTRACT
36, 128, 1, 576, 128, 796, 125, 16, 298, EDGE_ADD, ROLE_AMBASSADOR, 7_2_0, 10.1995, EVO_NONE, 7_2_0, 10.0823, EVO_NONE, ROLE_AMBASSADOR, 7_2_0, 10.1995, EVO_GROWTH, 5_4_0, -0.0971197, EVO_CONTRACT
37, 1, 1, 577, 128, 796, 125, 16, 298, EDGE_UPDATE, ROLE_AMBASSADOR, 7_2_0, 10.6785, EVO_NONE, 7_2_0, 10.1938, EVO_NONE, ROLE_AMBASSADOR, 7_2_0, 10.6785, EVO_GROWTH, 5_4_0, -0.0970474, EVO_CONTRACT
37, 3, 1, 578, 128, 797, 125, 16, 299, EDGE_UPDATE, ROLE_NONE, 7_2_0, 10.4916, EVO_NONE, 7_2_0, 10.6975, EVO_NONE, ROLE_NONE, 7_2_0, 10.4916, EVO_NONE, 7_2_0, 10.6975, EVO_NONE
37, 9, 1, 579, 128, 798, 125, 16, 300, EDGE_UPDATE, ROLE_NONE, 7_2_0, 10.3375, EVO_NONE, 7_2_0, 10.5107, EVO_NONE, ROLE_NONE, 7_2_0, 10.3375, EVO_NONE, 7_2_0, 10.5107, EVO_NONE
37, 22, 1, 580, 128, 798, 125, 16, 300, EDGE_UPDATE, ROLE_AMBASSADOR, 7_2_0, 10.9103, EVO_NONE, 7_2_0, 10.3319, EVO_NONE, ROLE_AMBASSADOR, 7_2_0, 10.9103, EVO_GROWTH, 5_4_0, -0.096329, EVO_CONTRACT
37, 27, 1, 581, 128, 799, 125, 16, 301, EDGE_UPDATE, ROLE_NONE, 7_2_0, 10.609, EVO_NONE, 7_2_0, 10.9285, EVO_NONE, ROLE_NONE, 7_2_0, 10.609, EVO_NONE, 7_2_0, 10.9285, EVO_NONE
37, 31, 1, 582, 128, 800, 125, 16, 302, EDGE_UPDATE, ROLE_NONE, 7_2_0, 10.2223, EVO_NONE, 7_2_0, 10.6274, EVO_NONE, ROLE_NONE, 7_2_0, 10.2223, EVO_NONE, 7_2_0, 10.6274, EVO_NONE
37, 36, 1, 583, 128, 801, 125, 16, 303, EDGE_UPDATE, ROLE_NONE, 7_2_0, 10.1934, EVO_NONE, 7_2_0, 10.241, EVO_NONE, ROLE_NONE, 7_2_0, 10.1934, EVO_NONE, 7_2_0, 10.241, EVO_NONE
37, 38, 1, 584, 128, 802, 125, 16, 303, EDGE_ADD, ROLE_AMBASSADOR, 7_2_0, 10.1946, EVO_NONE, 7_2_0, 10.1946, EVO_NONE, ROLE_AMBASSADOR, 5_4_0, -0.0952325, EVO_NONE, 5_4_0, -0.0952325, EVO_NONE
37, 40, 1, 585, 128, 804, 125, 16, 304, EDGE_ADD, ROLE_NONE, 7_2_0, 9.83998, EVO_NONE, 7_2_0, 10.2199, EVO_NONE, ROLE_NONE, 7_2_0, 9.83998, EVO_NONE, 7_2_0, 10.2199, EVO_NONE
37, 47, 1, 586, 128, 806, 125, 16, 305, EDGE_ADD, ROLE_NONE, 47_37_0, 10.5963, EVO_SPLIT, 7_2_0, 9.86524, EVO_CONTRACT, ROLE_NONE, 47_37_0, 10.5963, EVO_SPLIT, 7_2_0, 9.86524, EVO_CONTRACT
37, 63, 1, 587, 128, 807, 125, 16, 305, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 11.4869, EVO_NONE, 47_37_0, 10.5393, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 11.4869, EVO_GROWTH, 7_2_0, 7.58287, EVO_CONTRACT
37, 84, 1, 588, 128, 808, 125, 16, 305, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 12.6256, EVO_NONE, 47_37_0, 11.4279, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 12.6256, EVO_GROWTH, 5_4_0, -0.0944413, EVO_CONTRACT
37, 88, 1, 589, 128, 809, 125, 16, 305, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 12.5313, EVO_NONE, 47_37_0, 12.5636, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 12.5313, EVO_GROWTH, 7_2_0, 7.61447, EVO_CONTRACT
37, 97, 1, 590, 128, 810, 125, 16, 305, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 12.6081, EVO_NONE, 47_37_0, 12.4719, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 12.6081, EVO_GROWTH, 7_2_0, 7.50836, EVO_CONTRACT
37, 118, 1, 591, 128, 811, 125, 16, 305, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 13.0912, EVO_NONE, 47_37_0, 12.5511, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 13.0912, EVO_GROWTH, 7_2_0, 7.37789, EVO_CONTRACT
37, 126, 1, 592, 128, 812, 125, 16, 305, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 14.103, EVO_NONE, 47_37_0, 13.0341, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 14.103, EVO_GROWTH, 7_2_0, 7.36738, EVO_CONTRACT
38, 1, 1, 593, 128, 812, 125, 16, 305, EDGE_UPDATE, ROLE_AMBASSADOR, 47_37_0, 14.3691, EVO_GROWTH, 5_4_0, -0.0937958, EVO_CONTRACT, ROLE_AMBASSADOR, 47_37_0, 14.3691, EVO_NONE, 47_37_0, 14.0361, EVO_NONE
38, 3, 1, 594, 128, 812, 125, 16, 305, EDGE_UPDATE, ROLE_AMBASSADOR, 47_37_0, 16.7913, EVO_NONE, 47_37_0, 14.3034, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 16.7913, EVO_GROWTH, 7_2_0, 7.33667, EVO_CONTRACT
38, 8, 1, 595, 128, 812, 125, 16, 305, EDGE_UPDATE, ROLE_AMBASSADOR, 47_37_0, 17.7849, EVO_NONE, 47_37_0, 16.7246, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 17.7849, EVO_GROWTH, 5_4_0, -0.0937958, EVO_CONTRACT
38, 13, 1, 596, 128, 812, 125, 16, 305, EDGE_UPDATE, ROLE_AMBASSADOR, 47_37_0, 20.277, EVO_NONE, 47_37_0, 17.7227, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 20.277, EVO_GROWTH, 5_4_0, -0.092766, EVO_CONTRACT
38, 37, 1, 597, 128, 813, 125, 16, 306, EDGE_UPDATE, ROLE_NONE, 47_37_0, 18.9944, EVO_NONE, 47_37_0, 20.3274, EVO_NONE, ROLE_NONE, 47_37_0, 18.9944, EVO_NONE, 47_37_0, 20.3274, EVO_NONE
38, 40, 1, 598, 128, 814, 125, 16, 306, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 19.9319, EVO_NONE, 47_37_0, 18.9491, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 19.9319, EVO_GROWTH, 7_2_0, 7.05024, EVO_CONTRACT
38, 43, 1, 599, 128, 815, 125, 16, 306, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 20.3534, EVO_NONE, 47_37_0, 19.8871, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 20.3534, EVO_GROWTH, 7_2_0, 6.98007, EVO_CONTRACT
38, 47, 1, 600, 128, 817, 125, 16, 307, EDGE_ADD, ROLE_NONE, 47_37_0, 18.6734, EVO_NONE, 47_37_0, 20.4115, EVO_NONE, ROLE_NONE, 47_37_0, 18.6734, EVO_NONE, 47_37_0, 20.4115, EVO_NONE
38, 63, 1, 601, 128, 819, 125, 16, 308, EDGE_ADD, ROLE_NONE, 47_37_0, 17.642, EVO_NONE, 47_37_0, 18.7389, EVO_NONE, ROLE_NONE, 47_37_0, 17.642, EVO_NONE, 47_37_0, 18.7389, EVO_NONE
38, 66, 1, 602, 128, 820, 125, 16, 308, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 17.89, EVO_NONE, 47_37_0, 17.6059, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 17.89, EVO_GROWTH, 7_2_0, 6.9897, EVO_CONTRACT
38, 71, 1, 603, 128, 821, 125, 16, 308, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 18.3617, EVO_NONE, 47_37_0, 17.8548, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 18.3617, EVO_GROWTH, 7_2_0, 6.86292, EVO_CONTRACT
38, 94, 1, 604, 128, 822, 125, 16, 308, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 18.9549, EVO_NONE, 47_37_0, 18.3265, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 18.9549, EVO_GROWTH, 5_4_0, -0.0905398, EVO_CONTRACT
38, 97, 1, 605, 128, 824, 125, 16, 309, EDGE_ADD, ROLE_NONE, 47_37_0, 17.4672, EVO_NONE, 47_37_0, 19.0141, EVO_NONE, ROLE_NONE, 47_37_0, 17.4672, EVO_NONE, 47_37_0, 19.0141, EVO_NONE
38, 117, 1, 606, 128, 825, 125, 16, 309, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 17.4479, EVO_NONE, 47_37_0, 17.4359, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 17.4479, EVO_GROWTH, 5_4_0, -0.0899365, EVO_CONTRACT
38, 118, 1, 607, 128, 827, 125, 16, 310, EDGE_ADD, ROLE_NONE, 47_37_0, 15.8619, EVO_NONE, 47_37_0, 17.5117, EVO_NONE, ROLE_NONE, 47_37_0, 15.8619, EVO_NONE, 47_37_0, 17.5117, EVO_NONE
38, 121, 1, 608, 128, 828, 125, 16, 310, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 15.8801, EVO_NONE, 47_37_0, 15.8348, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 15.8801, EVO_GROWTH, 7_2_0, 6.8543, EVO_CONTRACT
39, 5, 1, 609, 128, 828, 125, 16, 310, EDGE_UPDATE, ROLE_AMBASSADOR, 7_2_0, 6.73823, EVO_NONE, 7_2_0, 6.73823, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 15.1449, EVO_GROWTH, 5_4_0, -0.0895678, EVO_CONTRACT
39, 10, 1, 610, 128, 828, 125, 16, 310, EDGE_UPDATE, ROLE_AMBASSADOR, 47_37_0, 14.7148, EVO_GROWTH, 7_2_0, 6.73414, EVO_CONTRACT, ROLE_AMBASSADOR, 47_37_0, 14.7148, EVO_GROWTH, 5_4_0, -0.0890497, EVO_CONTRACT
39, 15, 1, 611, 128, 828, 125, 16, 310, EDGE_UPDATE, ROLE_AMBASSADOR, 47_37_0, 14.6111, EVO_NONE, 47_37_0, 14.6851, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 14.6111, EVO_GROWTH, 7_2_0, 6.49608, EVO_CONTRACT
39, 20, 1, 612, 128, 828, 125, 16, 310, EDGE_UPDATE, ROLE_AMBASSADOR, 47_37_0, 14.3123, EVO_NONE, 47_37_0, 14.5833, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 14.3123, EVO_GROWTH, 7_2_0, 5.84339, EVO_CONTRACT
39, 28, 1, 613, 128, 828, 125, 16, 310, EDGE_UPDATE, ROLE_AMBASSADOR, 47_37_0, 14.4864, EVO_NONE, 47_37_0, 14.2864, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 14.4864, EVO_GROWTH, 7_2_0, 5.15413, EVO_CONTRACT
39, 33, 1, 614, 128, 828, 125, 16, 310, EDGE_UPDATE, ROLE_AMBASSADOR, 47_37_0, 15.1531, EVO_NONE, 47_37_0, 14.4615, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 15.1531, EVO_GROWTH, 7_2_0, 4.55737, EVO_CONTRACT
39, 34, 1, 615, 128, 828, 125, 16, 310, EDGE_UPDATE, ROLE_AMBASSADOR, 47_37_0, 14.5605, EVO_NONE, 47_37_0, 15.1285, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 14.5605, EVO_GROWTH, 7_2_0, 3.99254, EVO_CONTRACT
39, 50, 1, 616, 128, 829, 125, 16, 310, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 14.9832, EVO_NONE, 47_37_0, 14.5468, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 14.9832, EVO_GROWTH, 7_2_0, 3.05354, EVO_CONTRACT
39, 55, 1, 617, 128, 830, 125, 16, 310, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 15.0072, EVO_NONE, 47_37_0, 14.9694, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 15.0072, EVO_GROWTH, 7_2_0, 3.03238, EVO_CONTRACT
39, 60, 1, 618, 128, 831, 125, 16, 310, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 14.9673, EVO_NONE, 47_37_0, 14.9936, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 14.9673, EVO_GROWTH, 7_2_0, 2.89313, EVO_CONTRACT
39, 80, 1, 619, 128, 832, 125, 16, 310, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 15.2701, EVO_NONE, 47_37_0, 14.954, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 15.2701, EVO_GROWTH, 7_2_0, 2.75088, EVO_CONTRACT
39, 86, 1, 620, 128, 833, 125, 16, 310, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 15.6453, EVO_NONE, 47_37_0, 15.2566, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 15.6453, EVO_GROWTH, 7_2_0, 2.76029, EVO_CONTRACT
39, 98, 1, 621, 128, 834, 125, 16, 310, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 15.7691, EVO_NONE, 47_37_0, 15.6319, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 15.7691, EVO_GROWTH, 7_2_0, 2.70069, EVO_CONTRACT
39, 101, 1, 622, 128, 835, 125, 16, 310, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 16.153, EVO_NONE, 47_37_0, 15.7558, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 16.153, EVO_GROWTH, 7_2_0, 2.63299, EVO_CONTRACT
39, 114, 1, 623, 128, 836, 125, 16, 310, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 16.5511, EVO_NONE, 47_37_0, 16.1396, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 16.5511, EVO_GROWTH, 7_2_0, 2.60893, EVO_CONTRACT
39, 115, 1, 624, 128, 837, 125, 16, 310, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 16.884, EVO_NONE, 47_37_0, 16.5377, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 16.884, EVO_GROWTH, 7_2_0, 2.62166, EVO_CONTRACT
40, 8, 1, 625, 128, 838, 125, 16, 311, EDGE_UPDATE, ROLE_NONE, 47_37_0, 15.4197, EVO_NONE, 47_37_0, 16.9174, EVO_NONE, ROLE_NONE, 47_37_0, 15.4197, EVO_NONE, 47_37_0, 16.9174, EVO_NONE
40, 9, 1, 626, 128, 839, 125, 16, 312, EDGE_UPDATE, ROLE_NONE, 47_37_0, 14.8236, EVO_NONE, 47_37_0, 15.4567, EVO_NONE, ROLE_NONE, 47_37_0, 14.8236, EVO_NONE, 47_37_0, 15.4567, EVO_NONE
40, 13, 1, 627, 128, 840, 125, 16, 313, EDGE_UPDATE, ROLE_NONE, 40_13_1, 10.4402, EVO_SPLIT, 47_37_0, 14.8615, EVO_CONTRACT, ROLE_NONE, 40_13_1, 10.4402, EVO_SPLIT, 47_37_0, 14.8615, EVO_CONTRACT
40, 22, 1, 628, 128, 841, 125, 16, 314, EDGE_UPDATE, ROLE_NONE, 40_13_1, 8.40659, EVO_NONE, 40_13_1, 10.6532, EVO_NONE, ROLE_NONE, 40_13_1, 8.40659, EVO_NONE, 40_13_1, 10.6532, EVO_NONE
40, 23, 1, 629, 128, 841, 125, 16, 314, EDGE_UPDATE, ROLE_AMBASSADOR, 40_13_1, 9.44444, EVO_NONE, 40_13_1, 8.36318, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 9.44444, EVO_GROWTH, 7_2_0, 2.63778, EVO_CONTRACT
40, 31, 1, 630, 128, 842, 125, 16, 315, EDGE_UPDATE, ROLE_NONE, 40_13_1, 9.1408, EVO_NONE, 40_13_1, 9.61506, EVO_NONE, ROLE_NONE, 40_13_1, 9.1408, EVO_NONE, 40_13_1, 9.61506, EVO_NONE
40, 33, 1, 631, 128, 842, 125, 16, 315, EDGE_UPDATE, ROLE_AMBASSADOR, 40_13_1, 8.21909, EVO_NONE, 40_13_1, 9.10295, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 8.21909, EVO_GROWTH, 47_37_0, 10.0475, EVO_CONTRACT
40, 36, 1, 632, 128, 842, 125, 16, 315, EDGE_UPDATE, ROLE_AMBASSADOR, 40_13_1, 8.11604, EVO_NONE, 40_13_1, 8.18923, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 8.11604, EVO_GROWTH, 7_2_0, 2.1804, EVO_CONTRACT
40, 37, 1, 633, 128, 842, 125, 16, 315, EDGE_UPDATE, ROLE_AMBASSADOR, 40_13_1, 10.307, EVO_NONE, 40_13_1, 8.08961, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 10.307, EVO_GROWTH, 47_37_0, 8.6299, EVO_CONTRACT
40, 38, 1, 634, 128, 843, 125, 16, 316, EDGE_UPDATE, ROLE_NONE, 40_13_1, 8.74437, EVO_NONE, 40_13_1, 10.4153, EVO_NONE, ROLE_NONE, 40_13_1, 8.74437, EVO_NONE, 40_13_1, 10.4153, EVO_NONE
40, 47, 1, 635, 128, 844, 125, 16, 316, EDGE_ADD, ROLE_AMBASSADOR, 40_13_1, 10.2383, EVO_NONE, 40_13_1, 8.72514, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 10.2383, EVO_GROWTH, 47_37_0, 7.29818, EVO_CONTRACT
40, 71, 1, 636, 128, 845, 125, 16, 316, EDGE_ADD, ROLE_AMBASSADOR, 40_13_1, 10.9137, EVO_NONE, 40_13_1, 10.217, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 10.9137, EVO_GROWTH, 47_37_0, 7.27574, EVO_CONTRACT
40, 77, 1, 637, 128, 846, 125, 16, 316, EDGE_ADD, ROLE_AMBASSADOR, 40_13_1, 10.7895, EVO_NONE, 40_13_1, 10.8917, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 10.7895, EVO_GROWTH, 5_4_0, -0.0864716, EVO_CONTRACT
40, 89, 1, 638, 128, 847, 125, 16, 316, EDGE_ADD, ROLE_AMBASSADOR, 40_13_1, 11.4223, EVO_NONE, 40_13_1, 10.7685, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 11.4223, EVO_GROWTH, 7_2_0, 1.70371, EVO_CONTRACT
40, 97, 1, 639, 128, 848, 125, 16, 316, EDGE_ADD, ROLE_AMBASSADOR, 40_13_1, 11.999, EVO_NONE, 40_13_1, 11.4006, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 11.999, EVO_GROWTH, 47_37_0, 7.27477, EVO_CONTRACT
40, 123, 1, 640, 128, 849, 125, 16, 316, EDGE_ADD, ROLE_AMBASSADOR, 40_13_1, 12.3318, EVO_NONE, 40_13_1, 11.977, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 12.3318, EVO_GROWTH, 7_2_0, 1.715, EVO_CONTRACT
41, 4, 1, 641, 128, 850, 125, 16, 317, EDGE_UPDATE, ROLE_NONE, 7_2_0, 1.67871, EVO_NONE, 7_2_0, 1.68013, EVO_NONE, ROLE_NONE, 7_2_0, 1.67871, EVO_NONE, 7_2_0, 1.68013, EVO_NONE
41, 7, 1, 642, 128, 851, 125, 16, 318, EDGE_UPDATE, ROLE_NONE, 7_2_0, 1.71599, EVO_NONE, 7_2_0, 1.71744, EVO_NONE, ROLE_NONE, 7_2_0, 1.71599, EVO_NONE, 7_2_0, 1.71744, EVO_NONE
41, 14, 1, 643, 128, 852, 125, 16, 319, EDGE_UPDATE, ROLE_NONE, 7_2_0, 1.75311, EVO_NONE, 7_2_0, 1.75458, EVO_NONE, ROLE_NONE, 7_2_0, 1.75311, EVO_NONE, 7_2_0, 1.75458, EVO_NONE
41, 35, 1, 644, 128, 853, 125, 16, 320, EDGE_UPDATE, ROLE_NONE, 7_2_0, 1.79007, EVO_NONE, 7_2_0, 1.79157, EVO_NONE, ROLE_NONE, 7_2_0, 1.79007, EVO_NONE, 7_2_0, 1.79157, EVO_NONE
41, 55, 1, 645, 128, 854, 125, 16, 320, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 7.13916, EVO_GROWTH, 7_2_0, 1.78992, EVO_CONTRACT, ROLE_AMBASSADOR, 47_37_0, 7.13916, EVO_NONE, 47_37_0, 7.18129, EVO_NONE
41, 57, 1, 646, 128, 855, 125, 16, 320, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 7.18825, EVO_NONE, 47_37_0, 7.12899, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 7.18825, EVO_GROWTH, 7_2_0, 1.39098, EVO_CONTRACT
41, 58, 1, 647, 128, 856, 125, 16, 320, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 7.23649, EVO_NONE, 47_37_0, 7.17814, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 7.23649, EVO_GROWTH, 7_2_0, 1.27072, EVO_CONTRACT
41, 70, 1, 648, 128, 857, 125, 16, 320, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 7.26968, EVO_NONE, 47_37_0, 7.22646, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 7.26968, EVO_GROWTH, 7_2_0, 1.19137, EVO_CONTRACT
41, 72, 1, 649, 128, 858, 125, 16, 320, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 7.24616, EVO_NONE, 47_37_0, 7.25976, EVO_NONE, ROLE_AMBASSADOR, 47_37_0, 7.24616, EVO_GROWTH, 5_4_0, -0.085021, EVO_CONTRACT
41, 75, 1, 650, 128, 859, 125, 16, 320, EDGE_ADD, ROLE_AMBASSADOR, 47_37_0, 7.23654, EVO_NONE, 47_37_0, 7.23654, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 12.4255, EVO_GROWTH, 7_2_0, 1.02974, EVO_CONTRACT
41, 83, 1, 651, 128, 860, 125, 16, 320, EDGE_ADD, ROLE_AMBASSADOR, 40_13_1, 11.92, EVO_GROWTH, 47_37_0, 7.22695, EVO_CONTRACT, ROLE_AMBASSADOR, 40_13_1, 11.92, EVO_GROWTH, 7_2_0, 0.949186, EVO_CONTRACT
41, 104, 1, 652, 128, 861, 125, 16, 320, EDGE_ADD, ROLE_AMBASSADOR, 40_13_1, 12.1546, EVO_NONE, 40_13_1, 11.9006, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 12.1546, EVO_GROWTH, 7_2_0, 0.618926, EVO_CONTRACT
41, 110, 1, 653, 128, 862, 125, 16, 320, EDGE_ADD, ROLE_AMBASSADOR, 40_13_1, 12.2307, EVO_NONE, 40_13_1, 12.1352, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 12.2307, EVO_GROWTH, 7_2_0, 0.536964, EVO_CONTRACT
41, 112, 1, 654, 128, 863, 125, 16, 320, EDGE_ADD, ROLE_AMBASSADOR, 40_13_1, 12.2847, EVO_NONE, 40_13_1, 12.2115, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 12.2847, EVO_GROWTH, 7_2_0, 0.36993, EVO_CONTRACT
41, 113, 1, 655, 128, 864, 125, 16, 320, EDGE_ADD, ROLE_AMBASSADOR, 40_13_1, 12.2339, EVO_NONE, 40_13_1, 12.2655, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 12.2339, EVO_GROWTH, 7_2_0, 0.32811, EVO_CONTRACT
41, 119, 1, 656, 128, 865, 125, 16, 320, EDGE_ADD, ROLE_AMBASSADOR, 40_13_1, 12.2101, EVO_NONE, 40_13_1, 12.2152, EVO_NONE, ROLE_AMBASSADOR, 40_13_1, 12.2101, EVO_GROWTH, 7_2_0, 0.159266, EVO_CONTRACT
42, 2, 1, 657, 128, 866, 125, 16, 321, EDGE_UPDATE, ROLE_NONE, 7_2_0, 0.325287, EVO_NONE, 7_2_0, 0.0315111, EVO_NONE, ROLE_NONE, 7_2_0, 0.325287, EVO_NONE, 7_2_0, 0.0315111, EVO_NONE
42, 6, 1, 658, 128, 867, 125, 16, 322, EDGE_UPDATE, ROLE_NONE, 7_2_0, 0.366481, EVO_NONE, 7_2_0, 0.366825, EVO_NONE, ROLE_NONE, 7_2_0, 0.366481, EVO_NONE, 7_2_0, 0.366825, EVO_NONE
42, 7, 1, 659, 128, 868, 125, 16, 323, EDGE_UPDATE, ROLE_NONE, 7_2_0, 0.483915, EVO_NONE, 7_2_0, 0.407865, EVO_NONE, ROLE_NONE, 7_2_0, 0.483915, EVO_NONE, 7_2_0, 0.407865, EVO_NONE
42, 11, 1, 660, 128, 869, 125, 16, 324, EDGE_UPDATE, ROLE_NONE, 7_2_0, 0.519619, EVO_NONE, 7_2_0, 0.524515, EVO_NONE, ROLE_NONE, 7_2_0, 0.519619, EVO_NONE, 7_2_0, 0.524515, EVO_NONE
42, 44, 1, 661, 128, 870, 125, 16, 323, EDGE_ADD, ROLE_AMBASSADOR, 5_4_0, 1.82717, EVO_MERGE, 7_2_0, 0.519606, EVO_DEATH, ROLE_AMBASSADOR, 5_4_0, 1.82717, EVO_NONE, 5_4_0, -0.083742, EVO_NONE
